N;N-Inaorig;Proband;Age;Sprache;Expression;Group;TypeDet;Type;PronNP;Character;Function
LL874;NIO869;B105;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL875;NIO870;B105;Adults;Mon;die beiden ;1;defNP;defNP;NP;Main;Maintenance
LL876;NIO871;B105;Adults;Mon;Beide;1;IP;Pron;Pron;Secondary;Maintenance
LL877;NIO873;B105;Adults;Mon;Der eine;1;defNP;defNP;NP;Secondary;Reintroduction
LL878;NIO874;B105;Adults;Mon;der andere;1;defNP;defNP;NP;Secondary;Reintroduction
LL879;NIO875;B105;Adults;Mon;die beiden ;1;defNP;defNP;NP;Main;Reintroduction
LL880;NIO876;B105;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL881;NIO877;B105;Adults;Mon;beide Jungs;1;defNP;defNP;NP;Main;Maintenance
LL882;NIO878;B105;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL883;NIO879;B105;Adults;Mon;Bello;1;EN;Name;NP;Main;Reintroduction
LL884;NIO880;B108;Adults;Mon;Die drei  ;1;defNP;defNP;NP;Main;Maintenance
LL885;NIO881;B108;Adults;Mon;Bello und Tim;1;EN | EN;Name;NP;Main;Reintroduction
LL886;NIO882;B108;Adults;Mon;Max;1;EN;Name;NP;Main;Reintroduction
LL887;NIO883;B108;Adults;Mon;Tim und seine Gefährten ;1;EN | defNP;Name+defNP;NP;Main;Reintroduction
LL888;NIO884;B108;Adults;Mon;die drei;1;defNP;defNP;NP;Main;Reintroduction
LL889;NIO885;B108;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL890;NIO886;B108;Adults;Mon;dieser;1;DP;Pron;Pron;Secondary;Reintroduction
LL891;NIO887;B108;Adults;Mon;die drei;1;defNP;defNP;NP;Main;Reintroduction
LL892;NIO888;B108;Adults;Mon;Sie;1;PP;Pron;Pron;Main;Maintenance
LL893;NIO889;B108;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL894;NIO890;B108;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL895;NIO891;B108;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL896;NIO892;B108;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL897;NIO893;B108;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL898;NIO894;B115;Adults;Mon;Tim;1;EN;Name;NP;Main;Maintenance
LL899;NIO895;B115;Adults;Mon;[mit] Max und Bello;1;EN | EN ;Name;NP;Main;Maintenance
LL900;NIO896;B115;Adults;Mon;Die drei;1;defNP;defNP;NP;Main;Maintenance
LL901;NIO897;B115;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL902;NIO898;B115;Adults;Mon;die;1;RP;Pron;Pron;Secondary;Maintenance
LL903;NIO899;B115;Adults;Mon;Einer;1;IP;Pron;Pron;Secondary;Reintroduction
LL904;NIO900;B115;Adults;Mon;die drei Schatzsucher;1;defNP;defNP;NP;Main;Reintroduction
LL905;NIO901;B115;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL906;NIO903;B115;Adults;Mon;[auf] sie;1;PP;Pron;Pron;Main;Maintenance
LL907;NIO904;B120;Adults;Mon;Tim und Max;1;EN | EN;Name;NP;Main;Maintenance
LL908;NIO905;B120;Adults;Mon;Beide;1;IP;Pron;Pron;Main;Maintenance
LL909;NIO906;B120;Adults;Mon;Bello ;1;EN;Name;NP;Main;Reintroduction
LL910;NIO907;B120;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL911;NIO908;B120;Adults;Mon;Die beiden Schlossbewohner;1;defNP;defNP;NP;Secondary;Reintroduction
LL912;NIO910;B120;Adults;Mon;Bilbo  ;1;EN;Name;NP;Secondary;Reintroduction
LL913;NIO911;B120;Adults;Mon;Ø;1;NSA;null;Pron;Secondary;Maintenance
LL914;NIO912;B120;Adults;Mon;Balbi;1;EN;Name;NP;Secondary;Reintroduction
LL915;NIO913;B120;Adults;Mon;Bello;1;EN;Name;NP;Main;Reintroduction
LL916;NIO914;B120;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL917;NIO915;B120;Adults;Mon;Balbi;1;EN;Name;NP;Secondary;Reintroduction
LL918;NIO916;B120;Adults;Mon;[hinter] Bilbo;1;EN;Name;NP;Secondary;Reintroduction
LL919;NIO917;B120;Adults;Mon;Ø;1;NSA;null;Pron;Secondary;Maintenance
LL920;NIO918;B120;Adults;Mon;Tim und Max;1;EN | EN;Name;NP;Main;Reintroduction
LL921;NIO919;B120;Adults;Mon;Balbi;1;EN;Name;NP;Secondary;Reintroduction
LL922;NIO920;B120;Adults;Mon;[Angst vor] Bello;1;EN;Name;NP;Main;Reintroduction
LL923;NIO921;B120;Adults;Mon;Ø;1;NSA;null;Pron;Main;Reintroduction
LL924;NIO922;B120;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL925;NIO923;B120;Adults;Mon;Bello;1;EN;Name;NP;Main;Reintroduction
LL926;NIO924;B120;Adults;Mon;Bilbo;1;EN;Name;NP;Secondary;Reintroduction
LL927;NIO925;B120;Adults;Mon;Bilbo;1;EN;Name;NP;Secondary;Reintroduction
LL928;GL26;B120;Adults;Mon;[zu] Bello;1;EN;Name;NP;Main;Reintroduction
LL929;NIO926;B120;Adults;Mon;Ø;1;NSA;null;Pron;Secondary;Maintenance
LL930;NIO927;B120;Adults;Mon;Ø;1;NSA;null;Pron;Secondary;Maintenance
LL931;NIO928;B120;Adults;Mon;Bello;1;EN;Name;NP;Main;Reintroduction
LL932;NIO929;B120;Adults;Mon;Balbi;1;EN;Name;NP;Main;Reintroduction
LL933;NIO930;B120;Adults;Mon;[hinter] Bilbo;1;EN;Name;NP;Secondary;Maintenance
LL934;NIO931;B120;Adults;Mon;Ø;1;NSA;null;Pron;Secondary;Reintroduction
LL935;NIO932;B120;Adults;Mon;Max und Tim;1;EN | EN;Name;NP;Main;Reintroduction
LL936;NIO933;B120;Adults;Mon;Sie;1;PP;Pron;Pron;Main;Maintenance
LL937;NIO934;B120;Adults;Mon;[Angst vor] Bello;1;EN;Name;NP;Main;Reintroduction
LL938;NIO935;B120;Adults;Mon;Bello;1;EN;Name;NP;Main;Maintenance
LL939;NIO936;B120;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL940;NIO937;B120;Adults;Mon;Bilbo;1;EN;Name;NP;Secondary;Reintroduction
LL941;NIO938;B120;Adults;Mon;Max und Tim;1;EN | EN;Name;NP;Main;Reintroduction
LL942;NIO939;B120;Adults;Mon;den  beiden;1;defNP;defNP;NP;Secondary;Reintroduction
LL943;NIO940;B120;Adults;Mon;Bilbo;1;EN;Name;NP;Secondary;Reintroduction
LL944;GL27;B120;Adults;Mon;Tim;1;EN;Name;NP;Main;Reintroduction
LL945;NIO941;B120;Adults;Mon;Balbi;1;EN;Name;NP;Secondary;Reintroduction
LL946;GL28;B120;Adults;Mon;er;1;Pron;Pron;Pron;Secondary;Maintenance
LL947;GL29;B120;Adults;Mon;Bilbo;1;EN;Name;NP;Secondary;Reintroduction
LL948;GL30;B120;Adults;Mon;Bilbo;1;EN;Name;NP;Secondary;Reintroduction
LL949;NIO942;B120;Adults;Mon;Tim und Max;1;EN | EN;Name;NP;Main;Reintroduction
LL950;GL31;B120;Adults;Mon;Balbo;1;EN;Name;NP;Secondary;Reintroduction
LL951;GL32;B120;Adults;Mon;Bilbo;1;EN;Name;NP;Secondary;Reintroduction
LL952;NIO943;B120;Adults;Mon;Tim ;1;EN;Name;NP;Main;Maintenance
LL953;NIO944;B120;Adults;Mon;die Nicht-Menschen;1;defNP;defNP;NP;Secondary;Reintroduction
LL954;NIO945;B124;Adults;Mon;Tim;1;EN;Name;NP;Main;Maintenance
LL955;NIO946;B124;Adults;Mon;er;1;PP;Pron;Pron;Main;Maintenance
LL956;NIO947;B124;Adults;Mon;mit seinem Freund Max und seinem Hund Bello;1;defNP+EN | defNP+EN;Name;NP;Main;Reintroduction
LL957;NIO948;B124;Adults;Mon;Die drei Freunde;1;defNP;defNP;NP;Main;Maintenance
LL958;NIO949;B124;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL959;NIO950;B124;Adults;Mon;die Jungen;1;defNP;defNP;NP;Main;Reintroduction
LL960;NIO951;B124;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL961;NIO952;B124;Adults;Mon;Max;1;EN;Name;NP;Main;Reintroduction
LL962;NIO953;B124;Adults;Mon;Er;1;PP;Pron;Pron;Main;Maintenance
LL963;NIO954;B124;Adults;Mon;Tim und Bello;1;EN | EN;Name;NP;Main;Reintroduction
LL964;NIO955;B124;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL965;GL33;B124;Adults;Mon;Tim;1;EN;Name;NP;Main;Reintroduction
LL966;GL34;B124;Adults;Mon;seinem Freund;1;defNP;defNP;NP;Main;Reintroduction
LL967;NIO956;B124;Adults;Mon;die drei;1;defNP;defNP;NP;Main;Reintroduction
LL968;NIO957;B124;Adults;Mon;[in die von] Max [angezeigte Richtung];1;EN;Name;NP;Main;Maintenance
LL969;NIO958;B124;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL970;NIO959;B124;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL971;NIO960;B124;Adults;Mon;Max, Tim und Bello;1;EN | EN | EN;Name;NP;Main;Maintenance
LL972;NIO961;B124;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL973;NIO962;B124;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL974;NIO963;B124;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL975;NIO964;B124;Adults;Mon;die Jungen ;1;defNP;defNP;NP;Main;Reintroduction
LL976;NIO965;B124;Adults;Mon;mit ihrem Hund Bello;1;defNP;defNP;NP;Main;Reintroduction
LL977;NIO966;B124;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL978;NIO967;B124;Adults;Mon;den Troll und den Oger;1;defNP | defNP;defNP;NP;Secondary;Reintroduction
LL979;NIO968;B124;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL980;NIO969;B124;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL981;NIO970;B124;Adults;Mon;Sie;1;PP;Pron;Pron;Main;Maintenance
LL982;NIO971;B124;Adults;Mon;der Troll;1;defNP;defNP;NP;Secondary;Reintroduction
LL983;NIO972;B124;Adults;Mon;ihnen;1;PP;Pron;Pron;Main;Maintenance
LL984;GL35;B124;Adults;Mon;Max, Tim und Bello;1;EN;Name;NP;Main;Reintroduction
LL985;NIO973;B124;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL986;NIO974;B124;Adults;Mon;auf den Troll und den Oger;1;defNP | defNP;defNP;NP;Secondary;Reintroduction
LL987;NIO975;B124;Adults;Mon;Tim;1;EN;Name;NP;Main;Reintroduction
LL988;GL36;B124;Adults;Mon;Der Troll und der Oger;1;defNP;defNP;NP;Secondary;Reintroduction
LL989;NIO976;B124;Adults;Mon;Ø;1;NSA;null;Pron;Secondary;Maintenance
LL990;NIO977;B124;Adults;Mon;Tim, Max und Bello;1;EN | EN | EN;Name;NP;Main;Reintroduction
LL991;NIO978;B124;Adults;Mon;mit dem Troll und dem Oger;1;defNP | defNP;defNP;NP;Secondary;Reintroduction
LL992;NIO979;B126;Adults;Mon;Tim, Max und Bello;1;EN | EN | EN;Name;NP;Main;Maintenance
LL993;NIO980;B126;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL994;NIO981;B126;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL995;NIO982;B126;Adults;Mon;Die drei;1;defNP;defNP;NP;Main;Maintenance
LL996;NIO983;B126;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL997;NIO984;B126;Adults;Mon;die drei Freunde;1;defNP;defNP;NP;Main;Maintenance
LL998;NIO985;B126;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL999;NIO986;B126;Adults;Mon;den sichtlich erstauten Troll und den Oger;1;defNP | defNP;defNP;NP;Secondary;Reintroduction
LL1000;NIO987;B126;Adults;Mon;[fuer] die Freunde;1;defNP;defNP;NP;Main;Maintenance
LL1001;NIO988;B138;Adults;Mon;die Beiden;1;defNP;defNP;NP;Main;Maintenance
LL1002;NIO989;B138;Adults;Mon;Max;1;EN;Name;NP;Main;Reintroduction
LL1003;NIO990;B138;Adults;Mon;sie;1;PP;Pron;Pron;Main;Reintroduction
LL1004;NIO991;B138;Adults;Mon;Mit Bello;1;EN;Name;NP;Main;Reintroduction
LL1005;NIO992;B138;Adults;Mon;Sie;1;PP;Pron;Pron;Main;Maintenance
LL1006;NIO993;B138;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL1007;NIO994;B138;Adults;Mon;die Drei;1;defNP;defNP;NP;Main;Reintroduction
LL1008;NIO995;B138;Adults;Mon;Sie;1;PP;Pron;Pron;Secondary;Maintenance
LL1009;NIO996;B138;Adults;Mon;Tim, Max und Bello;1;EN | EN | EN;Name;NP;Main;Maintenance
LL1010;NIO997;B138;Adults;Mon;Ø;1;NSA;null;Pron;Secondary;Maintenance
LL1011;NIO998;B138;Adults;Mon;den Dreien;1;defNP;defNP;NP;Main;Reintroduction
LL1012;NIO999;B138;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL1013;NIO1000;B141;Adults;Mon;Max;1;EN;Name;NP;Main;Reintroduction
LL1014;NIO1001;B141;Adults;Mon;sie;1;PP;Pron;Pron;Main;Reintroduction
LL1015;NIO1002;B141;Adults;Mon;die beiden Freund und Bello;1;defNP | EN;Name+defNP;NP;Main;Reintroduction
LL1016;NIO1003;B141;Adults;Mon;Die drei;1;defNP;defNP;NP;Main;Maintenance
LL1017;NIO1004;B141;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL1018;NIO1005;B141;Adults;Mon;der eine;1;defNP;defNP;NP;Secondary;Reintroduction
LL1019;NIO1006;B141;Adults;Mon;der andere;1;defNP;defNP;NP;Secondary;Reintroduction
LL1020;NIO1007;B141;Adults;Mon;er;1;PP;Pron;Pron;Secondary;Maintenance
LL1021;NIO1008;B141;Adults;Mon;die drei Freunde;1;defNP;defNP;NP;Main;Reintroduction
LL1022;NIO1009;B141;Adults;Mon;unsere drei Freunde;1;defNP;defNP;NP;Main;Maintenance
LL1023;NIO1010;B141;Adults;Mon;die beiden Kreaturen;1;defNP;defNP;NP;Secondary;Reintroduction
LL1024;NIO1011;B141;Adults;Mon;Tim und Max;1;EN | EN;Name;NP;Main;Reintroduction
LL1025;NIO1012;B141;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL1026;NIO1013;B141;Adults;Mon;Bello;1;EN;Name;NP;Main;Reintroduction
LL1027;NIO1014;B141;Adults;Mon;er;1;PP;Pron;Pron;Main;Maintenance
LL1028;NIO1015;B141;Adults;Mon;seine beiden Freunde;1;defNP;defNP;NP;Main;Reintroduction
LL1029;NIO1016;B141;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL1030;NIO1017;B141;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL1031;NIO1018;B141;Adults;Mon;die beiden Kreaturen;1;defNP;defNP;NP;Secondary;Reintroduction
LL1032;NIO1019;B141;Adults;Mon;Ø;1;NSA;null;Pron;Secondary;Maintenance
LL1033;NIO1020;B141;Adults;Mon;durch Bello;1;EN;Name;NP;Main;Reintroduction
LL1034;NIO1021;B141;Adults;Mon;die drei Freunde;1;defNP;defNP;NP;Main;Reintroduction
LL1035;NIO1022;B141;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL1036;NIO1023;B143;Adults;Mon;die beiden Freunde;1;defNP;defNP;NP;Main;Maintenance
LL1037;NIO1024;B143;Adults;Mon;Max;1;EN;Name;NP;Main;Reintroduction
LL1038;NIO1025;B143;Adults;Mon;sie;1;PP;Pron;Pron;Main;Reintroduction
LL1039;NIO1026;B143;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL1040;NIO1027;B143;Adults;Mon;sie;1;PP;Pron;Pron;Main;Reintroduction
LL1041;NIO1028;B143;Adults;Mon;die Trolle;1;defNP;defNP;NP;Secondary;Reintroduction
LL1042;NIO1029;B143;Adults;Mon;Ø;1;NSA;null;Pron;Secondary;Maintenance
LL1043;NIO1030;B143;Adults;Mon;die Freunde;1;defNP;defNP;NP;Main;Reintroduction
LL1044;NIO1031;B143;Adults;Mon;Sie;1;PP;Pron;Pron;Main;Maintenance
LL1045;NIO1032;B143;Adults;Mon;Bello;1;EN;Name;NP;Main;Reintroduction
LL1046;NIO1033;B143;Adults;Mon;die Trolle;1;defNP;defNP;NP;Secondary;Reintroduction
LL1047;NIO1034;B143;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL1048;NIO1035;B143;Adults;Mon;Tim und Max;1;EN | EN;Name;NP;Main;Reintroduction
LL1049;NIO1036;B153;Adults;Mon;Tim, Max und Bello;1;EN | EN | EN;Name;NP;Main;Maintenance
LL1050;NIO1037;B153;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL1051;NIO1038;B153;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL1052;NIO1039;B153;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL1053;NIO1040;B153;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL1054;NIO1041;B153;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL1055;NIO1042;B153;Adults;Mon;Bello;1;EN;Name;NP;Main;Reintroduction
LL1056;NIO1043;B153;Adults;Mon;Tim;1;EN;Name;NP;Main;Reintroduction
LL1057;GL37;B153;Adults;Mon;Max;1;EN;Name;NP;Main;Reintroduction
LL1058;GL38;B153;Adults;Mon;Tim;1;EN;Name;NP;Main;Reintroduction
LL1059;NIO1044;B153;Adults;Mon;sie;1;PP;Pron;Pron;Main;Reintroduction
LL1060;NIO1045;B153;Adults;Mon;Sie;1;PP;Pron;Pron;Main;Maintenance
LL1061;NIO1046;B153;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL1062;NIO1047;B153;Adults;Mon;Sie;1;PP;Pron;Pron;Main;Maintenance
LL1063;NIO1048;B153;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL1064;NIO1049;B153;Adults;Mon;Bello;1;EN;Name;NP;Main;Reintroduction
LL1065;NIO1050;B153;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL1066;NIO1051;B153;Adults;Mon;Tim;1;EN;Name;NP;Main;Reintroduction
LL1067;GL39;B153;Adults;Mon;Max;1;EN;Name;NP;Main;Reintroduction
LL1068;NIO1052;B153;Adults;Mon;Tim;1;EN;Name;NP;Main;Reintroduction
LL1069;NIO1053;B153;Adults;Mon;[Vor] ihnen;1;PP;Pron;Pron;Main;Reintroduction
LL1070;NIO1054;B153;Adults;Mon;Tim;1;EN;Name;NP;Main;Reintroduction
LL1071;NIO1055;B153;Adults;Mon;Bello;1;EN;Name;NP;Main;Reintroduction
LL1072;NIO1056;B153;Adults;Mon;die beiden;1;defNP;defNP;NP;Secondary;Reintroduction
LL1073;NIO1057;B153;Adults;Mon;Tim und Max;1;EN | EN;Name;NP;Main;Reintroduction
LL1074;NIO1058;B153;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL1075;NIO1059;B153;Adults;Mon;ihnen beiden;1;PP+IP;Pron;Pron;Main;Maintenance
LL1076;NIO1060;B153;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL1077;NIO1061;B153;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL1078;NIO1062;B153;Adults;Mon;der große grüne Troll;1;defNP;defNP;NP;Secondary;Reintroduction
LL1079;NIO1063;B153;Adults;Mon;Ø;1;NSA;null;Pron;Secondary;Maintenance
LL1080;GL40;B153;Adults;Mon;der kleine Elf;1;defNP;defNP;NP;Secondary;Reintroduction
LL1081;NIO1064;B153;Adults;Mon;[auf] sie;1;PP;Pron;Pron;Main;Reintroduction
LL1082;NIO1065;B153;Adults;Mon;Sie;1;PP;Pron;Pron;Secondary;Reintroduction
LL1083;NIO1066;B153;Adults;Mon;Sie;1;PP;Pron;Pron;Secondary;Maintenance
LL1084;NIO1067;B153;Adults;Mon;Bello;1;EN;Name;NP;Main;Reintroduction
LL1085;NIO1068;B153;Adults;Mon;Tim;1;EN;Name;NP;Main;Reintroduction
LL1086;NIO1069;B153;Adults;Mon;ihn;1;PP;Pron;Pron;Main;Maintenance
LL1087;NIO1070;B153;Adults;Mon;Bello;1;EN;Name;NP;Main;Reintroduction
LL1088;NIO1071;B153;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL1089;NIO1072;B153;Adults;Mon;Tim;1;EN;Name;NP;Main;Reintroduction
LL1090;NIO1073;B153;Adults;Mon;er;1;PP;Pron;Pron;Main;Maintenance
LL1091;NIO1074;B153;Adults;Mon;er;1;PP;Pron;Pron;Main;Maintenance
LL1092;NIO1075;B153;Adults;Mon;Tim;1;EN;Name;NP;Main;Maintenance
LL1093;NIO1076;B153;Adults;Mon;Bello;1;EN;Name;NP;Main;Reintroduction
LL1094;NIO1077;B153;Adults;Mon;Tim;1;EN;Name;NP;Main;Reintroduction
LL1095;NIO1078;B153;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL1096;NIO1079;B153;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL1097;NIO1080;B153;Adults;Mon;er;1;PP;Pron;Pron;Main;Maintenance
LL1098;NIO1081;B154;Adults;Mon;Die beiden Freund;1;defNP;defNP;NP;Main;Maintenance
LL1099;NIO1082;B154;Adults;Mon;Tim;1;EN;Name;NP;Main;Reintroduction
LL1100;NIO1083;B154;Adults;Mon;er;1;PP;Pron;Pron;Main;Maintenance
LL1101;NIO1084;B154;Adults;Mon;seinen Freund Max;1;defNP;defNP;NP;Main;Reintroduction
LL1102;NIO1085;B154;Adults;Mon;Dieser;1;DP;Pron;Pron;Main;Maintenance
LL1103;NIO1086;B154;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL1104;NIO1087;B154;Adults;Mon;er;1;PP;Pron;Pron;Main;Maintenance
LL1105;NIO1088;B154;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL1106;NIO1089;B154;Adults;Mon;sie;1;PP;Pron;Pron;Main;Reintroduction
LL1107;NIO1090;B154;Adults;Mon;die drei;1;defNP;defNP;NP;Main;Maintenance
LL1108;NIO1091;B154;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL1109;NIO1092;B154;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL1110;NIO1093;B154;Adults;Mon;Sie;1;PP;Pron;Pron;Main;Maintenance
LL1111;NIO1094;B154;Adults;Mon;sie;1;PP;Pron;Pron;Main;Reintroduction
LL1112;NIO1095;B154;Adults;Mon;sie;1;PP;Pron;Pron;Main;Reintroduction
LL1113;NIO1096;B154;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL1114;NIO1097;B154;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL1115;NIO1098;B154;Adults;Mon;ihnen;1;PP;Pron;Pron;Main;Maintenance
LL1116;NIO1099;B154;Adults;Mon;Die beiden Freunde;1;defNP;defNP;NP;Main;Reintroduction
LL1117;NIO1100;B154;Adults;Mon;Bello;1;EN;Name;NP;Main;Reintroduction
LL1118;NIO1101;B154;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL1119;NIO1102;B154;Adults;Mon;die fremden Wesen;1;defNP;defNP;NP;Secondary;Reintroduction
LL1120;NIO1103;B154;Adults;Mon;Max und Tim;1;EN | EN;Name;NP;Main;Reintroduction
LL1121;NIO1104;B154;Adults;Mon;sie;1;PP;Pron;Pron;Main;Reintroduction
LL1122;NIO1105;B154;Adults;Mon;Bello;1;EN;Name;NP;Main;Reintroduction
LL1123;NIO1106;B154;Adults;Mon;ihnen;1;PP;Pron;Pron;Main;Maintenance
LL1124;NIO1107;B154;Adults;Mon;Sie;1;PP;Pron;Pron;Main;Maintenance
LL1125;NIO1108;B154;Adults;Mon;der Gnom und der Riese;1;defNP | defNP;defNP;NP;Secondary;Reintroduction
LL1126;NIO1109;B154;Adults;Mon;Sie;1;PP;Pron;Pron;Secondary;Maintenance
LL1127;NIO1110;B154;Adults;Mon;Ø;1;NSA;null;Pron;Secondary;Maintenance
LL1128;NIO1111;B154;Adults;Mon;die Freunde;1;defNP;defNP;NP;Main;Reintroduction
LL1129;NIO1112;B154;Adults;Mon;Sie ;1;PP;Pron;Pron;Secondary;Maintenance
LL1130;NIO1113;B154;Adults;Mon;sie;1;PP;Pron;Pron;Secondary;Maintenance
LL1131;NIO1116;B154;Adults;Mon;Herr Gnom und Herr Riese;1;EN | EN;Name;NP;Secondary;Maintenance
LL1132;NIO1117;B154;Adults;Mon;sie;1;PP;Pron;Pron;Secondary;Maintenance
LL1133;NIO1118;B154;Adults;Mon;sie;1;PP;Pron;Pron;Secondary;Maintenance
LL1134;NIO1119;B154;Adults;Mon;Max und Tim ;1;EN | EN;Name;NP;Main;Reintroduction
LL1135;NIO1120;B156;Adults;Mon;die beiden;1;defNP;defNP;NP;Main;Reintroduction
LL1136;NIO1121;B156;Adults;Mon;die drei;1;defNP;defNP;NP;Main;Reintroduction
LL1137;NIO1122;B156;Adults;Mon;Tim;1;EN;Name;NP;Main;Reintroduction
LL1138;NIO1123;B156;Adults;Mon;Bello;1;EN;Name;NP;Main;Reintroduction
LL1139;NIO1124;B156;Adults;Mon;[neben] Tim;1;EN;Name;NP;Main;Maintenance
LL1140;GL41;B156;Adults;Mon;Tim;1;EN;Name;NP;Main;Maintenance
LL1141;NIO1125;B156;Adults;Mon;Max;1;EN;Name;NP;Main;Reintroduction
LL1142;GL42;B156;Adults;Mon;Max;1;EN;Name;NP;Main;Maintenance
LL1143;NIO1126;B156;Adults;Mon;die beiden;1;defNP;defNP;NP;Main;Reintroduction
LL1144;NIO1127;B156;Adults;Mon;Sie;1;PP;Pron;Pron;Main;Maintenance
LL1145;NIO1128;B156;Adults;Mon;Max;1;EN;Name;NP;Main;Reintroduction
LL1146;GL43;B156;Adults;Mon;Tim ;1;EN;Name;NP;Main;Reintroduction
LL1147;GL44;B156;Adults;Mon;ihm;1;Pron;Pron;Pron;Main;Maintenance
LL1148;NIO1129;B156;Adults;Mon;den beiden  ;1;defNP;defNP;NP;Main;Maintenance
LL1149;NIO1130;B156;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL1150;NIO1131;B156;Adults;Mon;Tim;1;EN;Name;NP;Main;Reintroduction
LL1151;GL45;B156;Adults;Mon;die drei;1;defNP;defNP;NP;Main;Reintroduction
LL1152;NIO1132;B156;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL1153;NIO1133;B156;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL1154;NIO1134;B156;Adults;Mon;Die mystischen Gestalten;1;defNP;defNP;NP;Secondary;Maintenance
LL1155;NIO1135;B156;Adults;Mon;die drei;1;defNP;defNP;NP;Main;Maintenance
LL1156;NIO1136;B156;Adults;Mon;Ø;1;NSA;null;Pron;Secondary;Maintenance
LL1157;NIO1137;B156;Adults;Mon;Sie;1;PP;Pron;Pron;Secondary;Maintenance
LL1158;NIO1138;B156;Adults;Mon;die drei;1;defNP;defNP;NP;Main;Reintroduction
